gvkey,permno,linkdt,linkenddt,linktype,linkprim
025975,78119.0,1992-12-04,1998-08-31,LU,P
025976,78145.0,1993-01-29,2008-04-29,LC,C
025977,78787.0,1992-12-08,1996-11-29,LC,P
025978,78179.0,1992-12-08,2009-06-16,LC,P
025978,78179.0,2014-03-19,2017-08-31,LC,P
025979,78189.0,1992-12-08,,LU,P
025980,78200.0,1992-12-08,2013-11-22,LC,P
025981,78198.0,1992-12-09,2004-07-20,LU,P
025983,78180.0,1992-12-10,2000-02-29,LU,P
025984,80532.0,1994-05-17,2004-03-24,LU,P
025985,79953.0,1998-04-30,2001-02-06,LC,P
025986,78135.0,1992-12-11,1994-03-31,LU,P
025987,78155.0,1992-12-11,2005-11-30,LC,P
025988,78788.0,1992-12-10,1997-12-17,LC,P
025989,78789.0,1992-12-11,1996-02-09,LU,P
025990,78176.0,1992-12-11,1997-03-31,LU,P
025991,78194.0,1992-12-11,1998-11-19,LU,P
025992,78215.0,1992-12-11,1997-08-29,LU,P
025993,78846.0,1993-01-08,1998-07-13,LU,P
025993,78846.0,1999-01-25,2005-08-01,LU,P
025994,78090.0,1992-11-20,1997-06-30,LU,P
025995,78075.0,1992-11-12,2000-06-30,LU,P
025996,78165.0,1992-12-14,1994-10-31,LU,P
025998,78797.0,1992-12-14,1997-01-31,LU,P
025999,91184.0,2015-08-21,,LC,P
026000,80367.0,1994-03-15,1994-03-30,LU,C
026000,80367.0,1994-03-31,1999-09-14,LU,C
026002,78188.0,1992-12-15,1995-10-11,LC,C
026003,78192.0,1992-12-15,1994-11-30,LU,P
026004,78197.0,1992-12-15,2010-12-31,LU,P
026005,78203.0,1992-12-15,1994-12-30,LU,P
026006,79027.0,1993-03-23,2000-11-29,LU,P
026008,78117.0,1992-12-21,2003-08-29,LU,P
026009,78113.0,1992-12-16,2000-10-23,LC,C
026010,78150.0,1992-12-16,2000-10-27,LU,P
026011,78139.0,1992-12-16,2014-12-15,LC,P
026012,78172.0,1992-12-16,2019-01-31,LU,P
026013,78170.0,1992-12-16,,LC,P
026014,78207.0,1992-12-16,1997-04-15,LU,C
026015,78208.0,1992-12-16,2012-01-18,LC,P
026016,78211.0,1992-12-16,,LU,P
026018,78146.0,1992-12-17,2002-03-19,LU,P
026019,78796.0,1992-12-17,1996-07-02,LC,P
026019,83761.0,1996-07-18,2001-12-05,LC,P
026019,89930.0,2003-12-02,2009-05-20,LC,P
026020,78131.0,1992-12-17,1995-01-11,LC,C
026020,88479.0,2000-08-24,2003-03-27,LC,C
026021,78137.0,1992-12-17,2021-04-30,LC,P
026022,78804.0,1992-12-17,2011-01-03,LU,C
026023,78791.0,1992-12-15,2000-09-29,LC,P
026026,78161.0,1992-12-22,2001-07-12,LC,C
026027,78163.0,1992-12-22,1997-07-23,LU,P
026028,22934.0,2022-03-08,,LC,P
026029,78806.0,1993-01-01,1993-01-28,LU,C
026029,78806.0,1993-01-29,2000-12-29,LU,P
026032,78794.0,1992-12-18,1999-12-31,LU,P
026033,78795.0,1992-12-18,1997-03-31,LU,P
026034,78134.0,1992-12-18,2000-08-31,LU,P
026035,78148.0,1992-12-18,1996-07-17,LU,C
026036,78152.0,1992-12-18,1996-02-29,LU,P
026037,78156.0,1992-12-18,2021-04-30,LU,P
026038,78193.0,1992-12-18,2013-06-24,LC,P
026039,82847.0,1996-01-29,1999-04-07,LU,P
026040,78803.0,1992-12-18,1995-02-07,LU,P
026041,78807.0,1992-12-24,2002-11-29,LU,P
026042,88481.0,2000-08-09,2001-11-30,LC,P
026044,78209.0,1992-12-23,2010-05-28,LU,P
026045,78213.0,1992-12-23,,LU,P
026047,78133.0,1992-12-28,1997-08-29,LU,P
026049,78154.0,1992-12-28,1995-06-16,LU,C
026050,19663.0,2009-02-27,2010-02-17,LC,P
026050,78157.0,1992-12-28,2009-02-26,LC,P
026051,78811.0,1992-12-18,2014-12-31,LU,P
026052,78799.0,1992-12-18,1996-09-09,LU,P
026053,78801.0,1992-12-18,,LU,P
026054,78798.0,1992-12-18,2013-04-30,LU,P
026055,78793.0,1992-12-18,1994-11-08,LU,P
026056,78792.0,1992-12-18,1994-11-08,LU,P
026057,78810.0,1992-12-18,2009-10-16,LC,P
026058,78151.0,1992-12-29,1996-10-31,LU,P
026060,78164.0,1992-12-29,1992-12-30,LU,C
026060,78164.0,1992-12-31,1996-01-25,LU,C
026061,15850.0,2020-07-01,,LC,P
026061,78840.0,1993-01-19,2020-06-30,LC,P
026064,78214.0,1992-12-29,1992-12-30,LU,C
026064,78214.0,1992-12-31,2004-12-17,LU,C
026066,78166.0,1992-12-30,1995-04-28,LU,P
026067,78195.0,1992-12-30,2013-10-31,LU,P
026069,91128.0,2006-02-28,2020-11-25,LC,C
026069,21219.0,2021-05-18,,LC,P
026071,88944.0,2001-03-01,,LC,C
026072,80139.0,1994-01-04,2000-01-31,LU,P
026073,78834.0,1993-01-04,1995-01-31,LU,P
026074,78904.0,1993-02-18,1999-10-29,LU,P
026077,78830.0,1993-01-06,2006-11-30,LU,P
026078,78832.0,1993-01-06,2001-10-31,LU,P
026081,15847.0,2015-11-05,,LC,P
026083,26599.0,2025-04-10,,LC,P
026087,84012.0,1996-10-11,1997-09-30,LU,P
026090,78088.0,1992-11-20,2002-12-31,LU,P
026094,15787.0,2015-10-01,2017-08-27,LC,P
026096,81909.0,1998-04-30,2001-08-02,LU,C
026098,75365.0,1988-08-19,2005-10-31,LU,P
026099,77999.0,1992-10-14,2005-12-30,LU,P
026100,77998.0,1992-10-14,2006-01-31,LU,P
026101,85253.0,1997-06-06,2001-04-30,LU,P
026103,78017.0,1992-10-23,1993-07-28,LU,P
026104,77910.0,1992-09-18,,LU,P
026105,77911.0,1992-09-18,1994-08-04,LU,P
026108,78093.0,1992-11-20,2007-03-26,LC,P
026109,78086.0,1992-11-19,2008-02-22,LC,P
026110,78094.0,1992-11-20,2007-06-22,LC,C
026112,15779.0,2015-10-08,,LC,P
026116,17213.0,2010-05-29,,LC,P
026116,77923.0,1992-09-22,1998-12-18,LC,P
026116,86479.0,1998-12-21,2010-05-28,LC,P
026123,15789.0,2015-10-02,,LC,P
026126,16024.0,2016-04-21,2021-01-29,LC,P
026128,15899.0,2015-12-07,2017-06-29,LC,P
026134,78843.0,1993-01-12,1995-01-03,LU,C
026136,80164.0,1994-01-18,1999-05-10,LC,C
026144,16268.0,2016-08-04,2021-07-30,LC,P
026146,15658.0,2015-09-17,,LC,P
026147,15694.0,2015-09-18,,LC,P
026148,15656.0,2017-06-26,2023-07-31,LC,P
026148,20197.0,2015-09-18,2017-05-31,LC,P
026148,20197.0,2017-06-01,2017-06-23,LC,C
026149,15833.0,2015-11-13,,LC,P
026156,15707.0,2015-11-02,,LC,P
026157,16004.0,2016-04-29,2020-07-08,LC,P
026159,80639.0,1994-06-01,1999-12-31,LU,P
026162,16562.0,2017-01-26,,LC,P
026167,19002.0,2019-10-24,,LC,P
026171,83880.0,1996-08-02,2003-04-30,LU,C
026179,15906.0,2015-12-21,,LC,P
026187,15786.0,2015-10-27,2020-06-30,LC,P
026189,83532.0,1996-05-01,,LC,P
026197,15780.0,2015-10-22,2017-11-30,LC,P
026201,78835.0,1993-01-18,1993-01-28,LU,C
026201,78835.0,1993-01-29,1995-01-31,LU,C
026204,14424.0,2015-09-18,,LC,P
026218,15897.0,2015-12-07,2018-03-15,LC,P
026218,17365.0,2018-03-16,2025-11-28,LC,P
026238,15674.0,2015-09-25,2023-11-20,LC,P
026244,81719.0,1995-06-12,2008-03-31,LU,P
026246,78217.0,1992-12-15,2015-03-31,LC,P
026247,78924.0,1993-02-18,2003-07-03,LU,C
026264,80643.0,1994-06-17,2009-04-30,LC,P
026269,15788.0,2015-10-29,2020-11-30,LC,P
026270,15774.0,2015-10-08,2022-10-02,LC,P
026270,17108.0,2022-10-03,,LC,P
026272,16450.0,2016-10-06,2020-03-31,LC,P
026273,15784.0,2015-10-01,2019-03-17,LC,P
026297,20545.0,2021-02-11,,LC,P
026303,85301.0,1997-08-04,1999-03-31,LU,P
026304,15797.0,2015-11-30,2018-04-30,LC,P
026305,16591.0,2017-02-01,,LC,P
026321,15824.0,2015-11-13,2020-03-31,LC,P
026325,86797.0,1999-04-15,2002-10-02,LC,C
026332,18036.0,2018-08-21,2025-02-28,LC,P
026335,15837.0,2015-11-20,,LC,P
026336,14538.0,2017-04-20,2023-09-30,LC,P
026337,15858.0,2015-11-12,2016-10-14,LC,C
026340,15857.0,2015-11-11,,LC,P
026341,15856.0,2015-11-11,,LC,P
026342,90116.0,2004-04-08,2007-10-15,LC,P
026343,15956.0,2016-04-04,,LC,P
026347,15838.0,2015-11-11,,LC,P
026349,15831.0,2015-11-19,,LC,P
026351,15708.0,2015-11-02,2019-09-30,LC,P
026355,83107.0,1996-02-05,1999-04-09,LC,P
026356,18773.0,2019-06-21,,LC,P
026359,17104.0,2017-11-09,,LC,P
026360,81886.0,1995-07-14,2004-04-30,LU,P
026361,16019.0,2016-04-27,,LC,P
026364,19188.0,2020-01-23,2023-11-30,LC,P
026366,24250.0,2023-09-21,,LC,P
026367,15826.0,2015-11-19,,LC,P
026368,15849.0,2015-11-19,2022-05-31,LC,P
026376,15936.0,2016-02-03,,LC,P
026381,15850.0,2015-11-19,2020-06-30,LC,P
026382,15955.0,2016-03-14,2020-06-03,LC,P
026385,16062.0,2016-05-31,2025-12-31,LC,P
026402,86081.0,1998-05-29,1999-05-20,LC,P
026410,15719.0,2015-11-10,,LC,P
026411,16333.0,2016-09-15,2021-05-28,LC,P
026413,15802.0,2015-12-01,,LC,P
026415,18306.0,2018-12-31,,LC,P
026431,82662.0,1995-12-04,1999-04-08,LU,C
026432,15017.0,2015-10-28,,LC,C
026434,15796.0,2015-10-29,,LC,P
026475,16577.0,2017-02-10,,LC,P
026487,85251.0,1997-07-31,1998-12-31,LU,C
026494,15909.0,2015-12-10,,LC,P
026495,15921.0,2016-03-04,2022-07-29,LC,P
026509,16659.0,2017-04-06,2023-02-28,LC,P
026514,16178.0,2016-07-08,2018-01-31,LC,P
026520,81225.0,1995-01-30,2023-01-13,LU,C
026521,15825.0,2015-11-13,2018-11-30,LC,P
026523,79427.0,1993-07-01,2009-11-30,LU,P
026528,18963.0,2019-09-19,,LC,P
026537,15896.0,2015-12-18,,LC,P
026539,89648.0,2003-02-01,,LC,P
026545,15853.0,2015-12-15,,LC,P
026557,78818.0,1993-01-20,2007-09-28,LU,P
026562,16012.0,2016-04-26,2019-06-19,LC,P
026567,91437.0,2019-10-15,,LC,P
026579,22185.0,2021-10-13,,LC,P
026582,78826.0,1993-01-20,2001-09-28,LU,P
026590,16087.0,2016-07-05,,LC,P
026630,22286.0,2021-11-10,,LC,P
026636,15995.0,2016-03-18,,LC,P
026658,15859.0,2015-12-17,2025-01-31,LC,P
026669,15863.0,2016-01-04,,LC,P
026674,16524.0,2016-12-27,,LC,P
026676,16452.0,2016-10-12,2023-07-13,LC,P
026677,16020.0,2016-04-22,2025-02-28,LC,P
026685,79369.0,1993-07-06,1994-07-29,LU,P
026707,15887.0,2015-12-24,,LC,P
026709,16279.0,2016-10-03,2019-10-31,LC,P
026721,16071.0,2016-06-20,,LC,P
026722,16051.0,2016-05-31,2021-03-31,LC,P
026725,16688.0,2017-04-19,,LC,P
026746,16304.0,2016-09-30,,LC,P
026747,79124.0,1993-04-05,2003-06-02,LC,P
026749,91575.0,2016-07-01,,LC,P
026753,15862.0,2015-12-24,,LC,P
026754,14421.0,2015-12-24,,LC,C
026755,15950.0,2016-02-11,2020-12-22,LC,P
026759,79246.0,1993-06-10,1998-10-30,LU,P
026768,83909.0,1996-08-01,,LC,P
026788,16308.0,2016-09-29,2023-11-30,LC,P
026790,16069.0,2016-05-31,2020-11-22,LC,P
026792,16077.0,2016-05-31,,LC,P
026798,16090.0,2016-06-02,,LC,P
026800,83352.0,1996-04-29,2001-01-16,LU,P
026809,86536.0,2016-11-09,,LC,P
026812,15917.0,2016-02-04,2022-09-30,LC,P
026817,16104.0,2016-06-13,,LC,P
026818,15934.0,2016-02-11,2018-05-31,LC,P
026821,83171.0,1996-02-14,1998-10-09,LC,P
026825,15970.0,2016-03-29,2017-04-27,LC,P
026830,84748.0,1997-04-01,2002-05-24,LU,C
026832,20639.0,2021-02-17,2024-11-21,LC,C
026837,82215.0,1995-08-22,1999-01-03,LC,P
026839,21597.0,2021-07-15,,LC,P
026847,16186.0,2016-07-28,,LC,P
026852,83963.0,1996-09-04,2003-01-07,LC,P
026863,76858.0,2016-01-29,2020-10-30,LC,P
026864,16021.0,2016-04-15,,LC,P
026873,16099.0,2016-06-02,,LC,C
026874,15937.0,2016-02-03,,LC,P
026884,79111.0,1993-04-27,1998-10-27,LC,P
026891,21831.0,2021-08-26,,LC,P
026892,16068.0,2016-05-31,2023-09-29,LC,P
026893,80043.0,1993-12-06,1999-04-30,LU,P
026895,15960.0,2016-03-23,,LC,P
026898,78812.0,1993-01-21,2004-05-25,LU,P
026900,78816.0,1993-01-21,2012-07-13,LC,C
026903,78819.0,1993-01-21,1995-07-31,LU,P
026905,78825.0,1993-01-21,1999-08-31,LU,P
026908,16145.0,2016-07-25,,LC,P
026914,90695.0,2005-05-12,,LC,P
026920,19823.0,2020-09-11,2022-09-06,LC,P
026922,84321.0,2021-04-27,,LC,P
026930,78852.0,1993-01-22,2021-03-31,LU,P
026933,78838.0,1993-01-22,1998-01-30,LU,P
026934,78855.0,1993-01-22,2013-06-28,LU,P
026935,78856.0,1993-01-22,2005-10-31,LU,P
026967,80045.0,1993-12-31,1998-03-10,LC,C
026969,81183.0,1994-12-14,1999-02-10,LU,P
027014,16119.0,2016-06-10,,LC,P
027025,84831.0,1997-05-14,1999-01-06,LC,P
027045,16042.0,2016-04-20,2022-04-29,LC,P
027046,14423.0,2016-03-23,2024-09-30,LC,P
027054,16429.0,2016-11-07,2019-07-31,LC,P
027086,21887.0,2021-08-04,,LC,P
027111,19015.0,2019-10-03,,LC,C
027119,16044.0,2016-05-16,,LC,P
027123,16022.0,2016-04-27,2020-11-30,LC,P
027141,16034.0,2016-04-27,,LC,P
027142,16033.0,2016-04-27,2016-11-30,LC,P
027148,16149.0,2016-07-15,2017-06-30,LC,P
027155,16064.0,2016-05-31,,LC,P
027161,83848.0,1996-08-19,1997-05-02,LC,C
027169,88890.0,2001-02-06,2002-01-22,LC,P
027186,15996.0,2016-04-18,2017-12-31,LC,P
027186,15997.0,2018-01-01,2023-07-18,LC,P
027186,24023.0,2023-07-19,,LC,P
027187,13757.0,2016-04-18,2017-12-31,LC,P
027187,14811.0,2018-01-01,,LC,P
027197,79955.0,1993-12-23,1994-12-08,LU,C
027198,16067.0,2016-05-31,,LC,C
027199,78841.0,1993-01-29,,LU,P
027200,16261.0,2016-08-29,2018-03-27,LC,P
027201,16255.0,2016-08-05,2019-12-30,LC,P
027215,16163.0,2016-07-08,2020-06-30,LC,P
027215,23506.0,2022-12-01,,LC,P
027235,17679.0,2018-04-09,,LC,P
027240,18425.0,2019-03-29,2025-01-31,LC,P
027240,18425.0,2025-02-01,2025-02-06,LC,C
027240,25819.0,2025-02-10,,LC,P
027241,16173.0,2016-08-18,2018-11-15,LC,P
027245,16073.0,2016-05-31,2018-08-31,LC,P
027247,17103.0,2017-11-21,,LC,P
027251,22239.0,2021-10-19,,LC,P
027252,16066.0,2016-05-31,,LC,P
027265,91037.0,2005-12-09,2018-09-21,LC,P
027274,16100.0,2016-06-02,2023-05-23,LC,P
027299,16120.0,2016-06-10,,LC,P
027301,82498.0,1995-10-27,1999-01-06,LC,P
027318,16049.0,2016-06-02,,LC,P
027333,16342.0,2016-10-17,,LC,P
027338,16146.0,2016-08-01,,LC,P
027339,14720.0,2018-03-27,,LC,P
027345,16853.0,2017-08-01,,LC,P
027354,16108.0,2016-06-22,,LC,P
027364,16140.0,2016-06-23,,LC,P
027372,16281.0,2016-09-23,,LC,P
027373,16338.0,2016-09-23,,LC,P
027378,80602.0,1994-05-16,1995-01-25,LU,C
027386,16554.0,2017-01-27,,LC,P
027387,16182.0,2016-07-21,,LC,P
027392,16111.0,2016-06-30,,LC,P
027393,16498.0,2017-01-04,,LC,P
027394,16499.0,2017-01-04,,LC,P
027476,16154.0,2016-07-27,2021-11-30,LC,P
027490,16155.0,2016-07-14,,LC,C
027517,85552.0,1997-11-19,2005-10-31,LU,C
027522,79497.0,1993-08-03,2005-12-30,LU,P
027540,79551.0,1993-08-13,1999-04-13,LU,P
027555,16989.0,2017-10-12,,LC,P
027573,81611.0,1995-05-01,1997-05-16,LC,C
027574,16188.0,2016-07-22,,LC,P
027575,16434.0,2016-10-28,,LC,P
027576,16284.0,2016-09-06,,LC,P
027579,91196.0,2006-04-06,2010-06-21,LC,P
027598,85061.0,1997-06-24,2011-06-06,LC,P
027600,90040.0,2004-02-03,2007-07-09,LC,P
027604,16097.0,2016-06-30,2025-10-31,LC,P
027613,78833.0,1993-01-11,1996-11-20,LU,C
027614,79270.0,1993-06-03,1994-10-11,LU,C
027621,78831.0,1993-01-25,1997-11-10,LU,P
027622,78847.0,1993-03-31,2003-11-03,LU,C
027625,78854.0,1993-01-22,2023-10-31,LU,P
027635,16160.0,2016-07-25,2017-12-31,LC,P
027635,16144.0,2018-01-01,2018-05-31,LC,P
027636,16187.0,2016-07-29,2021-07-30,LC,P
027638,16347.0,2016-11-01,,LC,P
027644,20581.0,2021-02-11,,LC,P
027645,16183.0,2016-07-01,2022-10-31,LC,P
027652,16171.0,2016-07-28,,LC,P
027653,18145.0,2018-10-25,,LC,P
027665,16253.0,2016-08-04,,LC,P
027668,18763.0,2019-06-25,2023-01-31,LC,P
027669,16162.0,2016-07-20,2020-01-31,LC,P
027670,16263.0,2016-08-11,,LC,P
027672,16189.0,2016-07-14,,LC,P
027677,16402.0,2016-10-12,2020-06-24,LC,P
027677,16402.0,2021-01-21,2021-11-30,LC,P
027678,14994.0,2016-07-13,2019-09-05,LC,C
027699,16377.0,2016-10-11,,LC,P
027701,80391.0,1994-03-11,2000-05-16,LC,C
027703,16247.0,2016-08-12,,LC,P
027706,16454.0,2016-12-01,,LC,P
027711,22417.0,2021-11-11,2023-08-10,LC,P
027712,22513.0,2021-12-13,2023-07-05,LC,P
027712,24060.0,2023-07-06,,LC,P
027716,91832.0,2016-07-25,,LC,P
027724,16465.0,2016-11-14,2018-07-26,LC,P
027737,16250.0,2016-08-05,,LC,P
027738,15292.0,2016-08-01,2017-07-05,LC,P
027747,78815.0,1993-01-26,2009-10-30,LU,P
027748,78822.0,1993-01-26,2001-04-10,LU,P
027749,78824.0,1993-02-26,1999-04-27,LU,C
027751,78813.0,1993-01-27,1994-12-30,LU,P
027755,78860.0,1993-01-27,1999-07-07,LC,P
027756,78839.0,1993-01-27,1993-01-28,LU,C
027756,78839.0,1993-01-29,1999-02-01,LU,C
027758,78859.0,1993-02-26,1996-11-29,LU,P
027759,78857.0,1993-02-26,1994-10-13,LU,C
027760,86889.0,1999-05-05,2024-03-04,LC,P
027761,78817.0,1993-01-29,1999-07-13,LU,P
027763,78820.0,1993-01-28,1995-11-30,LU,P
027764,78828.0,1993-01-28,1994-09-30,LU,P
027765,78836.0,1993-01-28,2011-07-20,LC,P
027765,78836.0,2025-03-06,,LC,P
027766,78863.0,1993-01-28,1996-05-20,LC,P
027766,83583.0,1996-05-21,2004-11-30,LC,P
027768,78899.0,1993-02-01,1995-04-26,LU,C
027769,78913.0,1993-02-01,1997-06-16,LU,C
027771,78894.0,1993-02-03,2008-09-03,LC,P
027773,78928.0,1993-02-03,1999-06-30,LU,P
027775,78907.0,1993-02-03,1995-02-28,LU,P
027776,78908.0,1993-02-03,,LU,P
027778,80162.0,1994-01-21,1995-08-31,LU,P
027780,78927.0,1993-02-02,,LC,P
027781,78886.0,1993-02-03,1997-07-07,LU,P
027782,78901.0,1993-02-02,1997-03-31,LU,P
027783,78912.0,1993-02-02,2006-05-22,LU,P
027784,78891.0,1993-02-04,2003-02-27,LU,C
027785,78905.0,1993-02-04,1998-04-30,LU,P
027786,78877.0,1993-02-05,2020-06-26,LC,P
027786,20583.0,2021-02-10,,LC,P
027787,78882.0,1993-02-05,1994-04-29,LU,P
027788,78890.0,1993-02-05,2001-08-21,LU,P
027789,78895.0,1993-02-05,1998-09-30,LU,P
027790,79033.0,1993-03-01,,LC,P
027791,78872.0,1993-02-08,2001-12-04,LU,C
027792,78931.0,1993-02-09,2006-07-31,LU,P
027793,78879.0,1993-02-09,2000-12-29,LU,P
027794,78875.0,1993-02-09,2025-08-31,LC,P
027794,78875.0,2025-09-01,2025-09-28,LC,C
027794,78875.0,2025-09-29,,LC,P
027800,16346.0,2016-11-01,2018-07-26,LC,P
027802,16278.0,2016-10-03,2019-12-27,LC,P
027803,16277.0,2016-09-21,,LC,P
027807,78934.0,1993-02-11,1995-12-29,LU,P
027808,78870.0,1993-02-11,1995-03-31,LU,P
027810,15702.0,2015-10-17,,LC,P
027810,78881.0,1993-02-11,2015-10-16,LC,P
027811,78897.0,1993-02-11,1998-02-10,LU,P
027816,78889.0,1993-02-10,2011-12-01,LC,P
027818,78902.0,1993-02-10,1999-12-31,LU,P
027819,16400.0,2016-10-31,2018-12-27,LC,P
027823,78876.0,1993-02-12,,LU,P
027824,78884.0,1993-02-12,1996-01-31,LU,P
027825,78868.0,1993-02-12,2008-05-01,LC,C
027826,78932.0,1993-02-12,2015-03-31,LU,P
027828,78915.0,1993-02-12,,LU,P
027836,78883.0,1993-02-17,1998-03-25,LC,C
027841,18224.0,2018-11-09,,LC,P
027842,78867.0,1993-02-18,2005-10-31,LC,P
027843,78937.0,1993-02-18,2000-03-16,LC,C
027845,78916.0,1993-02-17,2020-05-29,LC,P
027846,84259.0,1996-11-01,1999-12-31,LU,P
027847,79123.0,1993-04-19,2003-09-29,LU,C
027848,78935.0,1993-02-19,2002-12-20,LU,P
027849,78936.0,1993-02-19,,LU,P
027851,78938.0,1993-02-19,2005-11-25,LU,C
027852,17206.0,2010-06-01,2012-08-24,LC,P
027852,78939.0,1993-02-19,1998-12-18,LC,P
027852,86473.0,1998-12-21,2010-05-28,LC,P
027853,17214.0,2010-05-29,,LC,P
027853,78940.0,1993-02-19,1998-12-18,LC,P
027853,86480.0,1998-12-21,2010-05-28,LC,P
027854,78942.0,1993-02-19,2016-05-31,LU,P
027855,78906.0,1993-03-31,2003-08-29,LU,P
027856,78911.0,1993-02-19,1993-02-25,LU,C
027856,78911.0,1993-02-26,1998-02-10,LU,P
027857,78944.0,1993-02-19,2022-02-28,LU,P
027858,78945.0,1993-02-19,2011-06-17,LC,P
027859,78943.0,1993-02-19,,LU,P
027860,78887.0,1993-02-22,1995-12-29,LU,P
027866,55722.0,1972-10-18,1984-06-29,LU,P
027867,78946.0,1993-02-23,1997-05-30,LC,P
027868,16376.0,2016-10-06,2019-02-03,LC,P
027869,78873.0,1993-02-24,1998-03-09,LU,C
027870,78885.0,1993-02-24,1995-06-30,LU,P
027871,16319.0,2016-09-16,,LC,P
027873,78869.0,1993-02-25,2001-10-25,LC,P
027873,78869.0,2008-05-08,2011-10-27,LC,P
027874,16287.0,2016-09-16,2024-07-31,LC,P
027875,78947.0,1993-02-25,,LU,P
027876,16275.0,2016-08-24,2021-10-26,LC,P
027877,20098.0,2020-11-12,2022-10-21,LC,C
027879,78898.0,1993-02-26,1997-08-27,LU,P
027882,82640.0,1995-11-02,2011-07-29,LC,P
027885,16309.0,2016-09-21,,LC,P
027886,79019.0,1993-03-01,,LU,P
027887,16470.0,2016-11-07,,LC,P
027889,80111.0,1994-01-26,1998-01-06,LU,P
027891,78979.0,1993-03-04,1999-05-28,LC,P
027893,79187.0,1993-05-26,1996-08-15,LU,C
027894,79000.0,1993-03-04,1999-10-29,LU,P
027895,79002.0,1993-03-04,1999-07-30,LU,P
027896,79003.0,1993-03-04,1998-03-10,LC,P
027898,79030.0,1993-03-03,1999-06-30,LU,P
027900,79032.0,1993-03-05,1994-12-30,LU,P
027901,78967.0,1993-03-05,1995-01-27,LC,P
027902,79001.0,1993-03-05,1996-01-17,LU,C
027903,79009.0,1993-03-05,2003-04-01,LU,P
027905,16303.0,2016-09-21,2024-04-30,LC,P
027906,79065.0,1993-03-08,2020-12-21,LC,P
027907,16318.0,2016-09-22,,LC,P
027908,79021.0,1993-03-08,2000-10-31,LU,P
027909,16282.0,2016-09-23,2019-01-31,LC,P
027910,78962.0,1993-03-09,1995-01-06,LU,P
027912,78974.0,1993-03-09,1993-03-30,LU,C
027912,78974.0,1993-03-31,1998-09-25,LU,C
027913,79006.0,1993-03-09,2020-08-31,LC,P
027914,48653.0,1993-03-08,,LC,P
027915,78964.0,1993-03-10,1996-06-28,LU,P
027918,78995.0,1993-03-10,1995-01-03,LU,C
027919,79015.0,1993-03-09,1997-05-30,LU,P
027920,79022.0,1993-03-10,2019-08-31,LU,P
027921,82509.0,1995-10-05,1999-01-20,LU,C
027921,82509.0,1999-11-23,2004-01-13,LU,C
027922,16298.0,2016-09-23,2021-03-31,LC,P
027923,79042.0,1993-03-11,1999-06-30,LU,P
027923,79042.0,1999-07-01,1999-07-29,LU,C
027924,79010.0,1993-03-11,2004-03-30,LU,P
027925,78955.0,1993-04-30,2023-11-30,LC,P
027926,78958.0,1993-03-12,1994-11-30,LU,P
027927,78965.0,1993-03-12,2002-10-21,LU,P
027928,78975.0,1993-03-12,,LC,P
027930,79008.0,1993-03-12,2004-01-15,LU,P
027932,75985.0,1991-05-01,1991-06-09,LC,C
027932,75985.0,1991-06-10,,LC,P
027933,78954.0,1993-03-16,2000-02-29,LU,P
027936,78990.0,1993-03-16,2023-01-31,LC,C
027937,78999.0,1993-03-16,2016-09-30,LU,P
027938,79007.0,1993-03-16,,LU,P
027939,93237.0,2010-01-15,,LC,P
027940,79024.0,1993-03-16,1999-12-31,LU,P
027943,79018.0,1993-03-17,1995-03-31,LU,P
027945,16285.0,2016-09-22,2024-04-30,LC,P
027947,79034.0,1993-03-18,2014-09-30,LU,P
027948,78986.0,1993-03-18,2000-12-29,LU,P
027949,79049.0,1993-03-18,,LC,P
027950,79051.0,1993-03-18,2014-03-31,LU,P
027951,79046.0,1993-03-18,1994-12-30,LU,P
027952,79040.0,1993-03-18,1995-01-09,LU,P
027953,79050.0,1993-03-18,1995-02-06,LU,P
027954,79048.0,1993-03-18,2021-05-28,LC,P
027955,79038.0,1993-03-18,,LU,P
027956,79052.0,1993-03-18,,LC,P
027957,79053.0,1993-03-18,2000-11-13,LC,P
027958,79011.0,1993-03-18,1996-12-31,LU,P
027960,78950.0,1993-03-19,,LU,P
027961,78951.0,1993-03-19,1996-11-29,LU,P
027962,79035.0,1993-03-19,1998-12-31,LU,P
027963,79036.0,1993-03-19,2023-03-31,LU,P
027964,78989.0,1993-03-19,1994-03-31,LU,P
027965,78987.0,1993-03-19,,LC,P
027966,79045.0,1993-03-18,1994-11-08,LU,P
027967,79054.0,1993-03-18,1999-09-09,LU,P
027969,79016.0,1993-03-19,2002-08-02,LC,P
027971,79474.0,1993-08-02,2018-08-10,LC,P
027972,78961.0,1993-03-22,1997-02-24,LU,P
027973,82244.0,1995-09-18,1999-07-30,LU,P
027974,16350.0,2016-11-02,2021-10-29,LC,P
027975,79281.0,1993-06-17,1993-06-29,LU,C
027975,79281.0,1993-06-30,1995-08-16,LU,C
027977,16779.0,2017-06-16,,LC,P
027980,78977.0,1993-04-06,2016-04-15,LC,P
027981,78963.0,1993-03-24,2024-01-31,LU,P
027982,78969.0,1993-03-24,1997-04-30,LU,P
027983,15491.0,2015-07-13,,LC,P
027985,79061.0,1993-03-25,1996-08-02,LU,P
027986,79014.0,1993-03-25,1996-10-31,LU,P
027987,79017.0,1993-03-25,1998-06-10,LU,C
027988,79025.0,1993-03-25,2018-01-31,LC,P
