gvkey,permno,linkdt,linkenddt,linktype,linkprim
010486,62084.0,1977-01-31,1986-12-31,LC,P
010487,75708.0,1980-09-26,1984-03-30,LU,P
010488,58093.0,1972-12-14,1987-04-30,LU,C
010489,75724.0,1981-01-01,1981-01-29,LU,C
010489,75724.0,1981-01-30,1984-06-29,LU,P
010490,27940.0,1966-01-01,1966-01-30,LC,C
010490,27940.0,1966-01-31,1989-06-28,LC,P
010493,75732.0,1981-03-31,1985-01-31,LU,P
010495,26788.0,1966-01-31,1983-09-30,LU,P
010496,63001.0,1980-12-31,1983-03-31,LU,P
010497,75759.0,1984-01-31,1999-03-31,LU,P
010498,40694.0,1964-06-03,2014-07-01,LC,P
010499,15579.0,1953-01-01,1962-02-27,LC,C
010499,15579.0,1962-02-28,,LC,P
010501,54682.0,1972-05-02,1986-07-30,LC,C
010501,54682.0,1987-01-02,1987-12-04,LC,C
010501,77016.0,1991-09-25,1996-05-20,LC,C
010503,41523.0,1965-01-27,1986-01-31,LU,P
010504,14752.0,1972-01-01,1972-01-30,LC,C
010504,14752.0,1972-01-31,2021-01-08,LC,P
010504,20391.0,2021-01-09,,LC,P
010507,24563.0,1951-02-13,1962-01-30,LU,C
010507,24563.0,1962-01-31,2007-10-31,LU,P
010509,75767.0,1981-01-01,1981-01-29,LU,C
010509,75767.0,1981-01-30,1982-09-13,LU,C
010510,14760.0,1950-01-01,1962-01-30,LU,C
010510,14760.0,1962-01-31,1981-09-25,LU,P
010511,53751.0,1971-12-14,1998-12-18,LU,C
010512,10191.0,1986-04-25,1990-03-02,LU,C
010513,75775.0,1980-06-30,1981-11-30,LC,P
010515,75791.0,1979-11-08,1987-06-23,LU,C
010516,62447.0,1972-12-14,1985-11-21,LC,C
010516,62447.0,1988-03-23,1997-02-07,LC,C
010517,37305.0,1962-07-02,1966-01-30,LC,C
010517,37305.0,1966-01-31,1977-12-31,LC,P
010518,75804.0,1974-01-01,1975-11-27,LU,C
010518,75804.0,1975-11-28,1985-06-28,LU,P
010519,23579.0,1950-01-01,1962-01-30,LC,C
010519,23579.0,1962-01-31,,LC,P
010520,50497.0,1972-01-31,2002-10-15,LU,P
010521,75847.0,1972-12-14,1978-08-31,LU,P
010522,51327.0,1979-01-31,1986-02-28,LU,C
010523,75855.0,1980-01-31,1985-05-31,LU,P
010524,75863.0,1972-12-14,1973-09-28,LC,P
010525,75871.0,1980-01-17,1984-06-27,LU,C
010526,75890.0,1981-08-19,1997-06-30,LU,P
010527,75919.0,1981-01-12,1991-03-28,LU,P
010528,75927.0,1983-06-22,1988-11-08,LU,C
010530,62092.0,1972-12-14,,LC,P
010532,75943.0,1981-07-23,1981-07-30,LU,C
010532,75943.0,1981-07-31,1994-12-27,LU,C
010534,75951.0,1984-04-12,2001-11-14,LU,C
010535,75970.0,1972-12-14,1988-12-30,LU,P
010536,75978.0,1978-12-26,1980-06-20,LU,C
010537,75986.0,1983-08-10,2000-07-31,LU,P
010538,26665.0,1962-01-31,1982-09-30,LU,P
010539,76014.0,1972-12-14,1986-12-26,LC,P
010540,38578.0,1962-09-27,2012-05-31,LU,P
010541,45129.0,1967-10-04,2005-07-29,LU,P
010542,76057.0,1973-01-01,1979-01-30,LC,C
010542,76057.0,1979-01-31,1979-11-29,LC,P
010543,11948.0,1988-06-16,2000-12-01,LU,C
010545,62754.0,1979-10-04,1988-11-30,LU,P
010547,76073.0,1981-12-18,1983-07-29,LU,P
010548,57162.0,1972-12-14,1994-10-24,LC,P
010549,76081.0,1984-01-10,,LU,P
010550,76100.0,1981-05-14,2015-10-30,LU,C
010551,37640.0,1972-12-14,1999-02-23,LU,C
010552,76102.0,1979-12-12,1994-03-29,LC,C
010552,86460.0,1998-12-04,2003-07-23,LC,C
010553,76129.0,1984-03-21,2010-04-09,LC,P
010554,48573.0,1969-06-20,1997-02-28,LU,C
010555,76137.0,1979-01-31,1983-12-07,LU,P
010556,76153.0,1974-07-19,1983-06-09,LU,C
010557,76161.0,1979-01-31,1979-08-31,LU,P
010558,42462.0,1965-09-15,1986-08-29,LU,P
010560,75270.0,1988-02-08,1998-01-30,LU,P
010561,61874.0,1972-12-14,1984-05-31,LU,P
010562,49760.0,1969-12-23,1979-07-31,LU,P
010563,76188.0,1983-01-31,1985-05-31,LU,P
010563,76188.0,1985-06-01,1985-11-29,LU,C
010564,76196.0,1978-07-05,1997-02-26,LU,C
010565,50606.0,1970-05-19,2017-07-31,LC,P
010565,50606.0,2017-08-01,,LC,P
010566,55167.0,1972-07-17,1985-08-22,LC,P
010567,76209.0,1977-10-28,1979-01-30,LC,C
010567,76209.0,1979-01-31,1990-10-08,LC,C
010567,76209.0,1996-05-30,2009-04-17,LC,C
010567,93423.0,2010-06-21,,LC,P
010568,78410.0,1982-11-01,1987-09-28,LC,C
010569,76225.0,1972-12-14,1979-04-30,LU,P
010570,56901.0,1972-12-20,1978-04-28,LU,C
010571,17340.0,1970-06-30,1989-02-15,LC,P
010571,37364.0,1966-01-31,1970-06-29,LC,P
010572,76241.0,1974-01-01,1977-06-29,LC,C
010572,76241.0,1977-06-30,1987-11-19,LC,P
010573,76260.0,1980-05-01,1991-11-29,LU,C
010574,76268.0,1984-02-09,2003-09-30,LU,P
010576,40483.0,1964-04-29,2001-01-31,LU,P
010577,92495.0,1985-04-12,1985-10-31,LU,P
010578,62105.0,1973-02-16,1988-01-29,LU,P
010579,76305.0,1981-03-18,1985-12-31,LU,P
010580,40635.0,1964-05-27,1995-01-31,LC,P
010580,81193.0,1995-02-01,2000-06-12,LC,P
010581,14795.0,1950-01-01,1962-01-30,LC,C
010581,14795.0,1962-01-31,,LC,P
010582,55570.0,1972-09-15,1977-07-29,LU,P
010583,76321.0,1974-01-01,1978-01-30,LC,C
010583,76321.0,1978-01-31,1997-11-26,LC,P
010585,76340.0,1972-12-14,2005-10-31,LU,C
010586,92508.0,1984-11-23,1985-01-30,LC,C
010586,92508.0,1985-01-31,1986-12-25,LC,P
010587,26462.0,1961-10-01,1962-01-30,LU,C
010587,26462.0,1962-01-31,1978-09-29,LU,P
010588,48696.0,1969-07-14,2005-07-29,LU,P
010588,48696.0,2005-07-30,2005-08-31,LC,C
010589,76348.0,1979-01-31,1980-01-31,LU,P
010590,76356.0,1974-01-01,1978-01-30,LC,C
010590,76356.0,1978-01-31,1980-09-14,LC,C
010592,92516.0,1985-07-01,1990-04-27,LC,C
010593,61057.0,1972-12-14,1980-04-30,LU,P
010594,42315.0,1965-08-04,1981-07-13,LU,C
010595,76399.0,1973-07-01,1979-01-30,LU,C
010595,76399.0,1979-01-31,1984-05-31,LU,P
010597,37399.0,1962-07-02,2011-02-28,LU,P
010598,68718.0,1984-01-31,2016-10-21,LC,P
010599,48709.0,1969-07-14,2000-07-13,LU,P
010600,76436.0,1982-05-24,1988-07-25,LU,C
010601,24491.0,1951-01-01,1962-01-30,LC,C
010601,24491.0,1962-01-31,1986-04-29,LC,P
010602,76452.0,1973-10-01,1979-03-29,LU,C
010602,76452.0,1979-03-30,1986-04-30,LU,P
010603,76479.0,1978-01-01,1978-01-30,LU,C
010603,76479.0,1978-01-31,1990-01-31,LU,P
010604,76487.0,1980-04-30,1983-02-28,LU,P
010605,76495.0,1981-01-30,1983-01-06,LU,C
010607,76508.0,1973-09-01,1979-01-30,LU,C
010607,76508.0,1979-01-31,1984-04-30,LU,P
010608,40221.0,1964-02-17,1991-08-02,LU,P
010609,14816.0,1950-01-01,1962-01-30,LC,C
010609,14816.0,1962-01-31,,LC,P
010610,76516.0,1984-01-19,1987-03-31,LU,P
010611,63028.0,1979-06-14,1983-02-28,LU,P
010612,56135.0,1972-12-18,1984-02-29,LU,P
010613,76524.0,1978-09-29,1988-05-26,LC,P
010614,62308.0,1972-12-14,,LC,P
010615,76532.0,1979-05-04,2012-02-21,LC,P
010617,48426.0,1969-05-27,1982-06-30,LU,P
010618,60580.0,1972-12-14,,LU,P
010619,63036.0,1976-11-08,1999-03-12,LU,C
010621,61663.0,1972-12-14,2001-09-28,LU,P
010622,76559.0,1975-04-01,1977-12-29,LC,C
010622,76559.0,1977-12-30,1978-11-20,LC,C
010623,76567.0,1984-05-02,1991-04-30,LU,P
010625,49787.0,1970-01-06,1997-09-30,LU,C
010626,76583.0,1975-01-31,1990-02-16,LU,C
010628,76604.0,1973-06-01,1977-12-29,LU,C
010628,76604.0,1977-12-30,1980-11-28,LU,P
010630,76612.0,1972-12-14,1984-10-31,LU,P
010631,76639.0,1983-08-10,2019-09-30,LU,P
010632,76647.0,1983-10-03,1985-05-31,LU,C
010633,62455.0,1972-12-14,1987-11-24,LC,P
010634,92524.0,1985-06-21,1997-11-17,LU,C
010636,61196.0,1979-08-17,1984-09-19,LU,C
010637,92532.0,1984-11-16,1986-08-29,LU,P
010638,76663.0,1984-04-19,1988-05-25,LC,P
010639,61065.0,1978-04-10,2005-07-29,LC,P
010640,57234.0,1972-12-14,1987-12-18,LC,C
010640,78100.0,1992-11-23,1998-06-23,LC,C
010642,56530.0,1972-12-14,1984-05-31,LU,P
010643,76719.0,1972-12-14,1973-05-31,LU,P
010644,76727.0,1977-10-31,1980-11-28,LU,P
010646,76735.0,1973-09-01,1978-09-28,LC,C
010646,76735.0,1978-09-29,1980-03-25,LC,C
010648,76743.0,1983-04-26,1999-05-28,LU,P
010649,25574.0,1962-01-31,1984-02-29,LU,P
010650,76751.0,1982-07-08,1986-05-30,LU,P
010651,76770.0,1974-01-01,1978-10-30,LU,C
010651,76770.0,1978-10-31,1980-08-14,LU,P
010652,37444.0,1965-01-29,1968-12-31,LU,P
010653,76794.0,1979-01-31,1980-09-30,LU,P
010656,76807.0,1978-01-31,2005-12-14,LU,C
010657,76815.0,1983-06-21,1986-04-30,LU,P
010658,37460.0,1962-07-02,2010-11-16,LC,C
010660,76823.0,1973-07-01,1979-01-30,LU,C
010660,76823.0,1979-01-31,1993-01-29,LU,P
010663,14824.0,1950-01-01,1962-01-30,LC,C
010663,14824.0,1962-01-31,1981-02-27,LU,P
010664,76850.0,1981-01-30,1984-09-28,LU,P
010665,64821.0,1983-03-03,1988-10-24,LC,C
010665,79924.0,1994-01-03,1994-11-01,LC,C
010665,81924.0,1995-09-13,2001-01-05,LC,C
010666,42542.0,1973-01-31,1992-10-01,LU,C
010668,37479.0,1962-07-02,1974-08-30,LU,C
010669,19051.0,1962-01-01,1962-01-30,LU,C
010669,19051.0,1962-01-31,1999-07-30,LU,P
010671,67774.0,1985-05-30,,LC,P
010672,58472.0,1969-01-02,1995-04-28,LC,P
010673,65437.0,1983-12-30,1992-09-14,LC,P
010675,76874.0,1973-02-01,1973-11-27,LU,C
010676,46324.0,1968-06-10,1998-08-31,LU,P
010677,60732.0,1972-12-14,1984-10-31,LU,P
010681,76903.0,1980-05-01,1990-03-20,LC,C
010683,76911.0,1980-05-01,1988-08-24,LC,P
010684,27182.0,1964-03-31,1971-04-18,LC,C
010684,27182.0,1982-06-14,1985-06-11,LC,C
010685,76946.0,1973-04-01,1979-01-30,LU,C
010685,76946.0,1979-01-31,,LU,P
010686,76962.0,1979-01-31,1998-02-03,LU,P
010687,76989.0,1972-12-14,1979-10-31,LU,P
010688,43158.0,1966-05-03,1971-02-26,LU,P
010689,57891.0,1979-01-01,1992-07-17,LC,P
010691,57787.0,1972-12-14,1975-05-30,LU,P
010692,61209.0,1973-01-31,2015-12-31,LU,P
010693,77017.0,1984-07-12,1992-09-28,LU,C
010695,52855.0,1971-07-19,1986-09-30,LU,P
010697,18200.0,1950-01-01,1962-01-30,LU,C
010697,18200.0,1962-01-31,1985-12-31,LU,P
010698,27908.0,1983-07-30,1985-06-28,LU,C
010699,17277.0,1979-01-02,1987-03-31,LC,P
010703,47183.0,1968-11-19,1998-02-27,LU,P
010704,77076.0,1973-10-01,1978-01-30,LU,C
010704,77076.0,1978-01-31,1980-09-08,LU,C
010705,47300.0,1968-12-09,1994-01-31,LU,P
010706,51991.0,1973-11-01,1977-11-29,LU,C
010706,51991.0,1977-11-30,1978-10-10,LU,P
010707,37487.0,1965-01-29,1981-07-30,LC,P
010709,77121.0,1972-12-14,1979-12-31,LC,P
010710,77140.0,1973-07-01,1979-01-30,LU,C
010710,77140.0,1979-01-31,1979-05-31,LU,C
010712,77164.0,1983-09-27,1984-10-22,LC,P
010713,18956.0,1982-01-01,1985-01-30,LU,C
010713,18956.0,1985-01-31,,LU,P
010714,54877.0,1972-05-30,1985-04-30,LU,C
010715,46711.0,1968-08-26,1990-01-24,LU,P
010716,77201.0,1972-12-14,1974-04-30,LU,P
010717,77228.0,1979-12-19,1997-02-26,LC,P
010719,60003.0,1972-12-14,1999-03-31,LU,P
010720,65779.0,1974-05-01,1981-01-29,LU,C
010720,65779.0,1981-01-30,1991-11-08,LU,C
010722,77252.0,1982-11-26,1987-08-31,LU,P
010723,42518.0,1965-10-01,1986-04-04,LC,C
010723,79530.0,1993-08-11,1998-07-22,LC,C
010724,45647.0,1968-01-17,2000-05-02,LU,C
010725,77287.0,1984-03-05,1985-09-30,LU,P
010726,65787.0,1983-10-12,2007-12-20,LC,P
010726,15117.0,2014-12-05,2019-09-30,LC,P
010728,92575.0,1985-06-21,1995-05-31,LU,P
010730,62113.0,1980-07-02,1988-04-14,LU,C
010731,58720.0,1975-11-05,1987-03-31,LU,P
010732,77295.0,1972-12-14,1994-12-30,LU,P
010733,12010.0,1987-08-12,2004-11-08,LU,P
010734,77332.0,1982-10-01,1983-01-30,LU,C
010734,77332.0,1983-01-31,2002-10-17,LU,P
010735,55001.0,1972-06-28,,LU,P
010736,78426.0,1985-02-28,1985-11-29,LU,P
010738,77359.0,1977-04-06,1982-09-30,LU,P
010740,92583.0,1984-12-07,,LU,C
010741,77367.0,1974-01-01,1974-01-30,LU,C
010741,77367.0,1974-01-31,1999-11-30,LU,P
010742,77375.0,1979-01-31,1982-09-30,LU,P
010743,61217.0,1972-12-14,2001-08-31,LU,P
010744,51027.0,1971-01-29,1978-04-25,LC,C
010744,75247.0,1983-09-20,1990-08-30,LC,C
010747,51465.0,1970-11-05,1978-07-31,LU,P
010748,77412.0,1972-12-14,1975-02-28,LU,P
010751,77463.0,1975-11-26,2000-01-31,LU,P
010752,77471.0,1972-12-14,1985-06-28,LU,P
010754,92591.0,1985-08-28,1998-11-30,LU,P
010755,40299.0,1964-03-09,2003-09-30,LU,P
010756,77527.0,1979-01-31,1996-08-30,LU,P
010757,48389.0,1969-05-21,2014-08-15,LC,P
010758,55095.0,1972-07-13,1977-09-30,LU,P
010759,65795.0,1976-03-05,1985-04-30,LU,P
010761,15215.0,2015-02-06,,LC,P
010764,62463.0,1977-07-29,1999-12-02,LU,C
010767,54252.0,1972-02-23,1976-07-30,LU,P
010768,77551.0,1973-01-31,1994-08-31,LU,P
010769,75191.0,1987-09-01,1996-10-31,LU,C
010770,54287.0,1972-02-29,1999-09-30,LU,P
010771,77578.0,1982-12-15,1987-04-30,LU,P
010772,77586.0,1979-01-31,1979-08-31,LU,P
010773,77594.0,1972-12-14,1978-11-30,LU,C
010774,14859.0,1951-01-01,1962-01-30,LU,C
010774,14859.0,1962-01-31,1981-06-30,LU,P
010775,77615.0,1983-09-27,1986-08-29,LC,P
010777,59600.0,1972-12-14,,LU,P
010778,37524.0,1966-01-31,1984-02-29,LU,P
010779,77631.0,1983-07-25,1991-02-28,LU,P
010781,77650.0,1983-01-25,1992-08-24,LU,C
010785,77658.0,1983-06-14,1992-04-06,LU,C
010786,77666.0,1984-04-30,1986-12-31,LU,P
010787,45356.0,1967-11-14,2016-09-02,LC,P
010788,77682.0,1980-07-09,1989-10-31,LU,P
010789,44759.0,1967-07-31,1989-08-24,LC,P
010789,76185.0,1990-05-22,,LC,P
010790,59811.0,1972-12-14,1984-04-30,LU,P
010791,77703.0,1980-08-21,1981-01-29,LU,C
010791,77703.0,1981-01-30,1997-07-30,LU,P
010792,77711.0,1976-09-28,1980-05-30,LU,P
010793,77730.0,1972-12-14,,LC,P
010794,77746.0,1973-01-31,1981-11-30,LU,P
010795,19596.0,1950-01-01,1962-01-30,LC,C
010795,19596.0,1962-01-31,2003-04-02,LC,P
010795,91103.0,2006-02-02,,LC,P
010797,77754.0,1973-02-01,1979-01-30,LC,C
010797,77754.0,1979-01-31,1981-06-30,LC,P
010798,49111.0,1969-08-28,1987-08-31,LU,P
010799,67790.0,1983-10-26,1995-04-28,LU,C
010800,50307.0,1970-03-19,1984-02-10,LU,C
010801,17929.0,1951-01-01,1962-01-30,LU,C
010801,17929.0,1962-01-31,,LU,P
010802,37751.0,1962-07-02,1984-04-30,LU,P
010803,37532.0,1965-01-01,1968-01-30,LU,C
010803,37532.0,1968-01-31,1979-12-31,LU,P
010804,77762.0,1973-10-01,1977-10-30,LC,C
010804,77762.0,1977-10-31,1992-10-01,LU,C
010805,92639.0,1984-11-02,1988-07-29,LU,P
010807,77797.0,1974-05-01,1979-01-30,LU,C
010807,77797.0,1979-01-31,1980-06-25,LU,C
010808,58333.0,1972-12-14,1986-11-28,LU,C
010809,42569.0,1966-01-31,1997-09-30,LU,P
010810,22664.0,1960-01-01,1962-08-30,LC,C
010810,22664.0,1962-08-31,2003-07-20,LU,P
010811,26796.0,1962-01-31,1978-05-31,LU,P
010812,77826.0,1983-10-04,1985-07-31,LU,P
010813,50278.0,1970-03-16,2014-10-16,LC,P
010815,50956.0,1974-01-01,1974-01-30,LC,C
010815,50956.0,1974-01-31,1998-04-30,LU,P
010816,19131.0,1950-01-01,1962-01-30,LU,C
010816,19131.0,1962-01-31,1993-05-06,LU,P
010816,79244.0,1993-05-21,2019-04-30,LU,P
010817,77834.0,1972-12-14,1995-01-31,LU,P
010818,26366.0,1962-01-31,1976-04-30,LU,P
010819,77842.0,1978-04-25,2000-06-15,LC,P
010819,77842.0,2000-06-16,2000-12-29,LC,C
010820,44003.0,1966-12-05,1992-04-30,LU,P
010822,77869.0,1972-12-14,1990-09-28,LU,P
010823,14867.0,1950-01-01,1962-01-30,LU,C
010823,14867.0,1962-01-31,1980-03-31,LU,P
010824,42171.0,1965-06-30,1979-01-31,LU,P
010825,77885.0,1981-04-14,1985-10-25,LC,P
010826,63386.0,1981-04-07,1994-12-06,LU,C
010827,77893.0,1981-08-17,1984-10-16,LC,C
010827,77893.0,1988-11-21,2009-03-11,LC,C
010828,77914.0,1981-05-28,1988-04-15,LC,P
010830,77957.0,1983-06-23,1988-06-30,LU,P
010832,77973.0,1979-01-31,2025-01-31,LU,C
010833,78020.0,1974-12-31,1979-07-31,LU,C
010836,78028.0,1973-08-01,1979-01-30,LU,C
010836,78028.0,1979-01-31,1981-11-02,LU,C
010837,26921.0,1962-01-31,1985-02-14,LU,P
010838,78036.0,1983-04-25,1990-11-30,LU,P
010839,78044.0,1972-12-22,,LC,P
010840,65306.0,1983-06-07,,LU,P
010841,78079.0,1973-02-01,1979-01-30,LU,C
010841,78079.0,1979-01-31,1999-07-30,LU,P
010842,78087.0,1973-11-01,1977-11-29,LU,C
010842,78087.0,1977-11-30,1984-03-30,LU,C
010843,78095.0,1984-03-23,1997-11-25,LC,P
010845,28302.0,1962-01-01,1962-01-30,LC,C
010845,28302.0,1962-01-31,1993-12-31,LC,P
010846,28310.0,1961-12-29,1962-01-30,LC,C
010846,28310.0,1962-01-31,2020-10-31,LC,P
010846,28302.0,2020-11-01,,LC,P
010847,48098.0,1969-04-01,1984-07-31,LU,C
010848,78116.0,1979-01-31,1999-07-30,LU,P
010849,78132.0,1972-12-14,1985-05-31,LU,P
010850,78159.0,1982-01-20,1982-01-28,LU,C
010850,78159.0,1982-01-29,1987-08-03,LU,C
010851,57605.0,1974-01-02,1979-04-17,LU,P
010852,78175.0,1981-11-25,1983-02-28,LU,P
010855,14883.0,1950-01-01,1962-01-30,LU,C
010855,14883.0,1962-01-31,1999-05-28,LU,P
010857,15659.0,1950-01-01,1962-01-30,LU,C
010857,15659.0,1962-01-31,2001-02-06,LU,P
010858,54746.0,1972-05-15,1983-04-29,LU,C
010859,44433.0,1967-05-16,1998-04-30,LU,P
010860,24985.0,1952-12-15,1962-01-30,LU,C
010860,24985.0,1962-01-31,,LU,P
010861,78212.0,1972-12-14,1984-07-24,LU,P
010862,37540.0,1962-07-02,1979-02-27,LC,P
010864,78255.0,1972-12-14,1989-01-25,LU,C
010867,48725.0,1969-07-16,,LU,P
010868,78263.0,1972-12-14,2004-07-30,LU,C
010869,78298.0,1972-12-14,1988-05-31,LU,P
010873,14912.0,1950-01-01,1962-01-30,LC,C
010873,14912.0,1962-01-31,1985-09-30,LU,P
010874,78343.0,1978-08-31,1982-05-12,LU,C
010875,78351.0,1979-04-16,1982-11-01,LC,P
010877,63781.0,1979-04-06,2020-05-22,LC,P
010878,37575.0,1962-12-31,1986-09-30,LU,C
010879,78386.0,1981-06-30,1986-11-28,LU,P
010880,75611.0,1989-05-26,1991-11-29,LC,P
010880,78394.0,1972-12-14,1989-04-30,LC,C
010880,78394.0,1989-05-01,1989-05-25,LC,C
010881,37583.0,1973-01-31,1983-06-30,LU,C
010883,78466.0,1972-12-14,1991-04-19,LU,P
010884,14955.0,1950-01-01,1962-01-30,LU,C
010884,14955.0,1962-01-31,2002-02-28,LU,P
010884,14955.0,2002-03-01,2002-03-19,LU,C
010884,89329.0,2002-03-20,2015-01-30,LC,P
010885,63802.0,1972-12-14,1989-05-23,LU,P
010887,37604.0,1982-11-01,1984-12-20,LC,P
010888,78530.0,1977-01-01,1977-01-30,LU,C
010888,78530.0,1977-01-31,1997-08-29,LU,P
010889,51983.0,1979-01-01,1979-01-30,LU,C
010889,51983.0,1979-01-31,1999-03-05,LU,C
010890,78554.0,1982-12-01,1986-07-31,LU,P
010891,78562.0,1973-02-01,1978-01-30,LU,C
010891,78562.0,1978-01-31,1982-04-30,LU,P
010894,59300.0,1980-02-11,,LU,P
010895,78626.0,1982-12-07,1990-04-09,LU,C
010896,57744.0,1974-04-04,1985-12-11,LC,P
010897,28265.0,1965-01-01,1979-12-31,LC,P
010898,78669.0,1979-05-03,1981-06-30,LU,P
010899,65808.0,1983-12-02,1999-09-30,LC,C
010902,78749.0,1979-04-12,,LU,P
010903,92655.0,1984-10-17,,LC,P
010904,78384.0,1984-01-31,1988-09-19,LC,P
010905,53663.0,1971-12-06,2015-12-16,LC,P
010906,41371.0,1966-01-31,2007-12-31,LU,P
010907,54420.0,1972-03-27,1995-01-31,LU,P
010909,51588.0,1970-11-23,2001-02-28,LU,P
010913,78800.0,1972-12-14,1982-12-23,LU,C
010914,63810.0,1981-07-31,1993-05-13,LU,P
010915,20968.0,1973-01-31,1996-02-22,LU,C
010916,78829.0,1974-01-01,1974-01-30,LU,C
010916,78829.0,1974-01-31,,LU,P
010917,92690.0,1985-02-14,,LC,P
010918,46949.0,1971-01-29,1983-05-31,LU,P
010920,87447.0,1999-11-10,,LC,P
010921,25080.0,1960-01-01,1966-01-30,LU,C
010921,25080.0,1966-01-31,2003-07-31,LU,P
010922,78880.0,1981-02-05,1982-05-28,LU,P
010923,78888.0,1979-08-24,1981-12-31,LU,P
010924,41144.0,1964-09-24,1977-09-30,LU,P
010925,49867.0,1970-01-22,1981-02-26,LC,P
010928,92727.0,1984-10-04,1985-12-18,LU,C
010929,78941.0,1978-05-16,1979-01-30,LC,C
010929,78941.0,1979-01-31,1982-06-30,LC,P
010930,78960.0,1980-07-31,1991-04-17,LC,C
010930,78960.0,2012-05-21,,LC,C
010931,78968.0,1972-12-14,1997-08-01,LC,C
010932,78984.0,1972-12-14,1976-06-30,LC,P
010933,26200.0,1966-01-31,1969-01-31,LU,P
010934,78992.0,1983-07-29,1991-03-22,LU,C
010935,79004.0,1981-07-07,1987-05-29,LU,P
010936,79012.0,1980-05-01,1983-01-31,LU,P
010937,92751.0,1984-11-05,1986-09-25,LU,C
010938,79039.0,1975-02-26,,LC,P
010940,79055.0,1972-12-14,1973-11-13,LU,P
010942,79071.0,1982-01-29,1984-03-30,LU,P
010943,37663.0,1965-04-30,1981-03-31,LU,P
010944,51713.0,1970-12-29,1972-11-24,LU,P
010945,54930.0,1972-06-19,1983-10-31,LU,P
010946,28847.0,1962-07-02,1965-09-29,LC,C
010946,28847.0,1965-09-30,2002-08-09,LC,P
010946,91682.0,2003-10-21,2004-09-21,LC,P
010948,79119.0,1983-02-09,1996-07-31,LU,P
010949,79127.0,1983-11-25,1989-01-31,LU,P
010950,48565.0,1969-06-19,2000-05-31,LU,P
010952,15034.0,1954-01-01,1965-11-29,LU,C
010952,15034.0,1965-11-30,1984-07-31,LU,P
010956,15042.0,1964-01-01,1967-01-30,LC,C
010956,15042.0,1967-01-31,1967-12-29,LC,C
010958,79135.0,1984-06-14,1987-01-30,LU,P
010959,79143.0,1979-07-11,1979-07-30,LU,C
010959,79143.0,1979-07-31,1983-12-31,LU,P
010960,79151.0,1980-08-15,1997-06-30,LU,P
010961,79170.0,1980-03-07,1983-12-30,LU,C
010962,37671.0,1962-07-02,1968-01-30,LC,C
010962,37671.0,1968-01-31,1977-11-30,LC,P
010963,79186.0,1981-05-28,1989-08-31,LU,P
010964,79194.0,1979-10-04,1987-12-31,LU,P
010965,45807.0,1972-01-01,1972-01-30,LU,C
010965,45807.0,1972-01-31,1982-12-23,LU,C
010966,44177.0,1967-02-09,1976-05-28,LU,P
010967,37698.0,1962-07-02,1963-12-30,LC,C
010967,37698.0,1963-12-31,1979-12-31,LC,C
010968,79223.0,1982-01-22,1989-01-27,LU,C
010969,25937.0,1959-12-01,1962-01-30,LU,C
010969,25937.0,1962-01-31,1995-05-31,LU,P
010970,15069.0,1950-01-01,1962-01-30,LC,C
010970,15069.0,1962-01-31,1991-04-11,LC,P
010971,79231.0,1972-12-14,1987-10-30,LU,P
010972,79250.0,1972-12-14,1998-10-30,LU,C
010973,79258.0,1983-02-03,1984-06-29,LU,P
010974,15077.0,1950-01-01,1962-01-30,LC,C
010974,15077.0,1962-01-31,2009-01-05,LC,P
010975,79266.0,1972-12-14,1988-05-31,LU,P
010978,79274.0,1972-12-14,1995-09-01,LC,P
010978,82224.0,1995-09-07,2000-05-31,LC,P
010979,79282.0,1983-12-13,1986-09-22,LU,C
010981,79303.0,1981-11-24,2019-01-31,LC,C
010982,66341.0,1984-06-06,1992-03-09,LU,C
010983,17830.0,1950-01-01,1962-01-30,LC,C
010983,17830.0,1962-01-31,,LC,P
010984,39087.0,1963-04-10,2013-06-30,LC,P
010984,39087.0,2013-07-01,2013-07-10,LC,C
010984,14040.0,2013-07-12,2020-03-31,LC,P
010989,79311.0,1973-04-01,1979-01-30,LU,C
010989,79311.0,1979-01-31,1987-06-30,LU,P
010990,79330.0,1981-06-09,2001-08-31,LU,P
010991,79338.0,1984-08-23,2025-11-12,LC,P
010992,79354.0,1972-12-14,1998-12-31,LU,P
010993,16117.0,1968-01-01,1968-01-30,LU,C
010993,16117.0,1968-01-31,2000-07-31,LU,P
010994,78387.0,1984-01-31,1999-01-27,LC,C
010995,79389.0,1981-07-15,1984-06-28,LC,P
010996,79397.0,1979-11-13,1986-07-31,LU,P
010997,54869.0,1972-05-26,1978-03-31,LU,P
010998,65103.0,1981-05-29,1999-09-02,LU,C
010999,67360.0,1985-03-07,,LU,P
011001,46260.0,1968-05-20,1999-10-29,LU,P
011002,55298.0,1972-08-14,1985-04-30,LU,P
011003,47917.0,1969-03-06,1996-10-31,LU,P
011006,41291.0,1966-01-31,1984-08-31,LU,P
011007,62762.0,1980-12-15,1988-05-19,LU,C
011008,37719.0,1962-07-02,1978-03-31,LU,P
011010,79426.0,1982-11-01,1984-03-08,LC,C
011010,79426.0,1989-01-05,1993-06-15,LC,C
011010,81561.0,1995-04-06,1999-03-29,LC,C
011010,81561.0,2004-04-21,2009-04-03,LC,C
011012,59619.0,1972-12-14,,LU,P
